"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT22"
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-12-29","8.50",,,"0.00","0.0",,"37","42","27","  290","  290","21.9","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-12-30","8.72",,,"0.00","0.0",,"27","32","17","  320","  320","21.0","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2014-12-31","5.82",,,"0.00","0.0",,"23","32","13","  280","  300","17.0","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-01","12.08",,,"0.00","0.0",,"25","34","17","  220","  200","19.9","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-02","8.05",,,"0.00","0.0",,"34","40","24","  270","  270","19.9","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-03","4.92",,,"0.43","1.8","1.2","28","34","22","  130","  160","16.1","19.9","    1",,,"    1",,"    1",,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-04","5.14",,,"0.27","0.0","1.2","32","48","30","  250","  250","25.9","32.0","    1","    1",,,,"    1",,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-05","14.32",,,"0.00","0.0","1.2","35","44","14","  290","  290","32.0","42.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-06","3.80",,,"0.02","0.2","1.2","16","19","8","  170","  230","8.1","13.0",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-07","13.87",,,"0.00","0.0","1.2","16","25","3","  300","  310","32.0","40.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-08","10.74",,,"0.00","0.0","1.2","8","21","0","  320","  320","23.0","31.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-09","10.51",,,"0.09","1.9","3.1","21","30","13","  260","  250","30.0","36.9","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-10","7.61",,,"0.00","0.0","3.1","17","22","6","  270","  270","17.0","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-11","5.37",,,"0.00","0.0","3.1","17","32","3","  170","  180","13.0","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-12","6.26",,,"0.28","0.2","2.0","32","36","30","  330","  350","13.0","21.0","    1",,,,,"    1","    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-13","12.08",,,"0.00","0.0","1.2","26","36","8","   20","   20","21.9","30.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-14","6.49",,,"0.00","0.0","1.2","12","20","6","  350","  340","10.1","14.1",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-15","3.36",,,"0.00","0.0","1.2","18","31","9","  260","  280","10.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-16","12.75",,,"0.00","0.0","1.2","25","39","13","  310","  310","30.0","40.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-17","6.93",,,"0.00","0.0","1.2","16","25","7","  300","  300","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-18","3.13",,,"1.32","0.0","1.2","25","41","17","  330","  340","23.0","28.0","    1",,,,,"    1",,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-19","8.50",,,"0.00","0.0",,"38","41","31","  300","  290","28.0","35.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-20","10.29",,,"0.00","0.0",,"33","37","24","  300","  300","23.0","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-21","4.03",,,"0.00","0.0",,"25","32","15","   20","  360","10.1","13.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-22","6.93",,,"0.00","0.0",,"29","38","25","  310","  310","19.9","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-23","5.82",,,"0.00","0.0",,"29","40","17","  220","  220","14.1","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-24","7.83",,,"0.48","4.9","5.1","33","34","32","  310","  300","19.9","27.1","    1",,,"    1",,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-25","11.18",,,"0.00","0.0","3.9","33","37","14","  280","  290","25.1","32.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-26","13.65",,,"0.06","1.5","3.9","18","23","14","   10","   20","28.0","35.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-27","17.90",,,"0.24","6.3","11.0","20","27","13","  360","  360","29.1","38.0","    1","    1",,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-28","10.51",,,"0.00","0.0","9.8","18","29","10","  340","   30","19.9","27.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-29","4.03",,,"0.00","0.0","9.1","17","31","0","  160","  170","12.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-30","11.18",,,"0.04","0.3","9.1","30","35","14","  320","  310","29.1","38.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-01-31","12.97",,,"0.00","0.0","9.1","14","20","5","  320","  320","28.0","35.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-01","7.38",,,"0.00","0.0","9.1","21","33","14","  330","  320","17.0","31.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-02","13.42",,,"1.02","10.8","18.1","19","24","11","  360","  360","23.0","31.1","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-03","5.59",,,"0.00","0.0","16.9","13","24","1","  320","  320","23.9","30.0",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-04","5.82",,,"0.01","0.0","16.1","19","38","-1","  180","  180","17.0","25.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-05","11.86",,,"0.05","0.6","16.1","30","35","8","  340","  340","25.1","36.0","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-06","6.49",,,"0.00","0.0","16.1","11","22","-7","  300","  260","15.0","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-07","5.82",,,"0.03","0.6","16.1","21","29","13","  210","  200","12.1","15.0","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-08","9.40",,,"0.32","2.6","16.9","28","31","16","   30","   30","18.1","21.9","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-09","14.54",,,"0.42","4.0","20.9","18","20","16","   30","   20","21.0","25.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-10","13.20",,,"0.01","0.0","20.1","24","33","20","   10","   20","21.9","28.0",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-11","8.50",,,"0.00","0.0","20.1","23","28","13","   10","   20","21.0","27.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-12","6.49",,,"0.00","0.0","18.9","22","32","11","  330","  340","25.1","34.0",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-13","12.97",,,"0.00","0.0","18.9","13","15","-5","  320","  320","25.9","35.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-14","3.80",,,"0.19","2.2","20.9","7","20","-5","  360","  350","15.0","19.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-15","17.45",,,"0.22","3.1","24.0","16","20","-2","  310","  360","31.1","45.0",,,,,,,"    1","    1",,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-16","10.96",,,"0.00","0.0","22.8","4","17","-5","  310","  300","28.0","36.9",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-17","3.80",,,"0.00","0.0","22.8","13","23","4","   10","  360","13.0","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-18","3.36",,,"0.00","0.0","20.9","12","32","-6","  200","  100","8.9","13.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-19","13.87",,,"0.00","0.0","20.9","20","25","7","  300","  300","38.9","46.1","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-20","11.18",,,"0.00","0.0","20.1","9","20","-4","  300","  280","25.1","33.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-21","7.38",,,"0.60","6.3","20.9","10","31","-9","  190","  220","21.9","29.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-22","3.80",,,"0.06","1.3","25.2","33","42","26","  320","  320","13.0","19.0","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-23","14.32",,,"0.00","0.0","24.0","24","32","2","  310","  320","30.0","38.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-24","6.93",,,"0.00","0.1","24.0","7","19","-8","  190","  180","21.0","25.9","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-25","7.83",,,"0.00","0.0","22.8","21","36","4","  290","  280","21.9","27.1","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-26","7.16",,,"0.02","0.3","22.8","22","24","14","  360","  360","14.1","19.0",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-27","7.38",,,"0.00","0.0","22.0","20","28","9","  300","  310","16.1","19.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-02-28","3.80",,,"0.00","0.0","22.0","17","32","1","  140","  140","10.1","13.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-01","4.92",,,"0.28","2.9","22.8","17","28","2","  200","  200","14.1","18.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-02","10.96",,,"0.00","0.0","24.0","29","35","22","  300","  300","33.1","42.1","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-03","8.28",,,"0.52","1.6","24.0","24","35","14","  180","  180","21.0","25.1","    1",,,"    1",,"    1",,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-04","6.26",,,"0.03","0.0","22.8","36","43","35","  290","  200","15.0","18.1","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-05","11.41",,,"0.00","0.0","22.0","33","38","18","  320","  330","19.9","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-06","6.71",,,"0.00","0.0","22.0","19","27","6","  320","  320","19.9","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-07","8.50",,,"0.00","0.0","20.9","24","39","8","  250","  250","21.0","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-08","7.38",,,"0.00","0.0","20.1","33","44","20","  300","  300","29.1","36.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-09","6.49",,,"0.00","0.0","18.9","35","48","19","  300","  310","21.0","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-10","3.80",,,"0.13","0.0","16.9","36","52","22","  190","  180","18.1","23.0","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-11","7.83",,,"0.01","0.0","13.0","45","57","36","  290","  320","21.0","25.9","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-12","15.43",,,"0.00","0.0","11.8","41","43","28","  320","  310","30.0","40.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-13","6.93",,,"0.00","0.0","11.0","32","42","21","  190","  180","17.0","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-14","6.04",,,"0.72","0.0","9.8","35","38","32","  360","   10","12.1","14.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-15","13.42",,,"0.00","0.0","9.1","39","43","33","  320","  330","31.1","38.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-16","5.82",,,"0.00","0.0","7.9","38","49","27","  340","  330","16.1","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-17","13.87",,,"0.04","0.0","3.9","41","52","31","  310","  320","40.0","57.0","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-18","19.24",,,"0.00","0.0","3.9","30","33","20","  310","  310","44.1","53.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-19","10.07",,,"0.00","0.0","3.1","27","37","17","  300","  300","23.9","31.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-20","2.91",,,"0.13","2.8","5.9","27","31","21","   10","  250","8.9","11.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-21","6.71",,,"0.08","0.8","2.0","31","46","27","  310","  300","29.1","36.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-22","15.66",,,"0.00","0.0","1.2","33","37","20","  300","  310","32.0","42.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-23","11.86",,,"0.00","0.0","1.2","24","32","17","  320","  320","25.1","34.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-24","4.92",,,"0.00","0.0",,"28","41","18","   40","   20","10.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-25","6.49",,,"0.09","0.0",,"34","50","19","  170","  170","23.0","28.0","    1",,,"    1",,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-26","7.16",,,"0.35","0.0",,"41","48","37","  190","  180","15.0","19.9","    1","    1",,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-27","5.82",,,"0.14","0.0",,"42","45","38","  310","  330","13.0","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-28","10.07",,,"0.14","0.9",,"36","38","28","  320","  360","17.0","23.0","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-29","8.28",,,"0.00","0.0",,"33","45","24","   10","  330","16.1","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-30","10.74",,,"0.00","0.0",,"38","49","29","  310","  300","23.0","30.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-03-31","8.05",,,"0.00","0.0",,"41","51","31","  280","  240","16.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-01","8.28",,,"0.00","0.0",,"39","50","28","  330","  330","21.0","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-02","10.29",,,"0.00","0.0",,"43","65","26","  180","  180","25.1","31.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-03","5.82",,,"0.29","0.0",,"54","62","49","  190","  180","16.1","19.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-04","16.33",,,"0.25","0.0",,"50","53","30","  300","  300","38.0","49.0","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-05","7.16",,,"0.00","0.0",,"38","50","28","  270","  250","21.0","27.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-06","4.70",,,"0.00","0.0",,"43","62","30","  180","  190","16.1","21.0","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-07","8.05",,,"0.16","0.0",,"46","49","41","   10","   20","15.0","17.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-08","9.40",,,"0.63","0.0",,"40","43","35","   40","   40","17.0","21.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-09","9.62",,,"0.04","0.0",,"37","40","34","   10","   20","16.1","19.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-10","5.82",,,"0.29","0.0",,"42","52","37","  200","  190","14.1","18.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-11","13.20",,,"0.00","0.0",,"51","57","38","  290","  310","29.1","36.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-12","5.59",,,"0.00","0.0",,"51","72","32","  180","  310","15.0","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-13","10.29",,,"0.00","0.0",,"54","71","34","  180","  200","25.1","32.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-14","7.61",,,"0.04","0.0",,"58","69","49","  320","  330","21.9","29.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-15","8.95",,,"0.00","0.0",,"58","71","40","   30","   30","25.9","36.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-16","8.05",,,"0.00","0.0",,"53","68","34","  180","  190","21.9","27.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-17","8.05",,,"0.10","0.0",,"56","68","48","  230","  250","16.1","23.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-18","8.72",,,"0.00","0.0",,"62","81","42","  260","  260","31.1","40.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-19","8.72",,,"0.00","0.0",,"55","64","43","  160","  170","19.9","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-20","8.05",,,"1.15","0.0",,"47","51","43","  100","  100","16.1","23.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-21","6.93",,,"0.38","0.0",,"55","66","46","  260","  260","21.0","23.0","    1",,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-22","12.53",,,"0.07","0.0",,"56","71","42","  240","  210","32.0","42.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-23","12.08",,,"0.00","0.0",,"45","51","38","  320","  300","25.9","38.9",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-24","14.99",,,"0.00","0.0",,"41","46","36","  300","  290","25.1","32.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-25","8.95",,,"0.00","0.0",,"45","60","32","  310","  330","19.9","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-26","6.49",,,"0.00","0.0",,"49","60","35","  310","  340","15.0","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-27","10.96",,,"0.00","0.0",,"53","63","45","  330","  310","23.0","32.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-28","9.62",,,"0.00","0.0",,"55","67","45","  330","  330","25.1","35.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-29","9.62",,,"0.00","0.0",,"60","75","47","   10","  360","21.9","29.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-04-30","4.70",,,"0.00","0.0",,"53","67","37","  180","  170","15.0","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-01","6.04",,,"0.00","0.0",,"55","62","47","   40","   40","13.0","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-02","5.82",,,"0.00","0.0",,"57","74","41","  180","   30","17.0","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-03","6.26",,,"0.00","0.0",,"60","78","46","  170","  180","16.1","19.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-04","9.17",,,"0.00","0.0",,"66","87","46","  190","  190","25.9","36.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-05","6.04",,,"0.00","0.0",,"72","85","61","  300","  310","16.1","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-06","7.61",,,"0.00","0.0",,"66","76","53","  200","  190","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-07","6.71",,,"0.00","0.0",,"65","86","42","  190","  190","21.9","27.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-08","6.93",,,"0.00","0.0",,"71","90","51","  170","  180","19.9","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-09","8.05",,,"0.00","0.0",,"64","80","52","  220","  200","17.0","23.0","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-10","11.41",,,"0.00","0.0",,"75","91","65","  190","  200","19.9","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-11","12.30",,,"0.00","0.0",,"76","88","65","  180","  190","23.9","31.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-12","13.87",,,"0.00","0.0",,"76","89","59","  320","  310","29.1","38.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2015-05-13","11.86",,,"0.00","0.0",,"62","66","44","  290","  310","23.9","33.1",,,,,,,,,,,,,,,,
